NAME,Month,Longitude,Latitude,O3,B1,B6,SAA,SAZ,SOA,SOZ,边界层高(PBLH),相对湿度(RH),气压(PRES),大气温度(TMP),水平风速(U-GRD),垂直风速(V-GRD)
1659A,1.0,119.4641,35.4178,12.0,0.0507,0.0354,146.219,46.921,5.456,70.749,327.6766,95.2057,98221.0157,263.3147,-1.5322,2.2714
1660A,1.0,119.5198,35.4234,51.0,0.0195,0.0123,146.286,46.895,5.498,70.752,328.6676,95.1771,98215.7244,263.3046,-1.5354,2.2823
1661A,1.0,119.54,35.3962,40.0,0.0501,0.0283,146.254,46.85,5.497,70.714,329.7993,95.1562,98213.3902,263.3021,-1.504,2.3156
1662A,1.0,122.1206,37.4294,55.0,0.0134,0.0089,151.099,47.589,-28.324,72.498,471.3169,94.6646,98934.5752,264.048,-6.8819,2.3626
1663A,1.0,122.0508,37.5325,71.0,0.0076,0.0019,151.083,47.707,-28.366,72.571,497.3981,94.5984,99184.892,264.4242,-7.2259,2.2295
1664A,1.0,122.1067,37.5072,56.0,0.0124,0.0039,151.153,47.685,-28.324,72.577,496.3071,94.5856,99177.5872,264.3159,-7.2181,2.2228
1666A,1.0,118.6672,37.4314,7.0,0.0916,0.0498,146.39,49.171,4.788,72.258,387.5013,94.2637,98156.3386,262.8559,-5.3746,1.0237
1674A,1.0,116.6794,23.3667,77.0,0.0419,0.0235,131.732,38.423,3.33,61.398,391.3855,95.9299,98231.1043,269.1425,1.7375,5.3555
1675A,1.0,116.7244,23.3633,78.0,0.017,0.0091,131.798,38.385,3.371,61.4,391.8146,95.9206,98222.3434,269.1067,1.7327,5.3638
1676A,1.0,116.7258,23.2775,72.0,0.0323,0.0216,131.683,38.309,3.37,61.325,383.4253,95.9029,98202.1178,268.9181,1.6286,5.3478
1677A,1.0,116.7519,23.4714,68.0,0.0286,0.015,131.979,38.422,3.413,61.476,400.8387,95.9265,98236.2322,269.2628,1.8312,5.3864
1678A,1.0,116.6092,23.2539,89.0,0.024,0.0072,131.548,38.386,3.287,61.322,382.9785,95.9164,98224.4877,268.9962,1.637,5.328
1680A,1.0,110.3539,21.2706,93.0,0.0577,0.0332,121.867,42.292,-1.965,59.776,404.7794,97.9509,97572.1013,272.7543,2.3921,0.5488
1681A,1.0,110.3928,21.2228,97.0,0.0558,0.0376,121.809,42.262,-1.963,59.739,404.4171,97.948,97571.6441,272.7544,2.3877,0.6221
1682A,1.0,110.4019,21.1997,94.0,0.0119,0.0053,121.802,42.187,-1.923,59.701,403.8464,97.9287,97579.2326,272.7264,2.3819,0.7481
1683A,1.0,110.4111,21.2028,91.0,0.0309,0.0245,121.861,42.217,-1.924,59.737,404.1645,97.9314,97579.791,272.7264,2.3863,0.6749
1684A,1.0,110.3316,21.2679,91.0,0.0579,0.0326,121.815,42.336,-2.007,59.777,404.9708,98.0058,97577.6479,272.7741,2.3866,0.5406
1685A,1.0,110.4558,21.2567,91.0,0.0428,0.0273,121.97,42.203,-1.882,59.773,404.1104,97.9443,97598.4511,272.6923,2.3846,0.6863
1686A,1.0,111.0286,21.4689,81.0,0.0158,0.0075,122.776,41.835,-1.417,59.91,394.5322,98.0807,97766.3092,272.312,2.3036,1.3771
1687A,1.0,110.9294,21.6533,89.0,0.0196,0.0113,122.899,42.045,-1.503,60.059,392.0444,98.0788,97710.0102,272.3757,2.313,0.9498
1688A,1.0,110.9067,21.6669,99.0,0.0196,0.0113,122.899,42.045,-1.503,60.059,392.0444,98.0788,97710.0102,272.3757,2.313,0.9498
1689A,1.0,110.8592,21.6828,81.0,0.0402,0.0196,122.847,42.089,-1.544,60.061,393.5427,98.0664,97697.4909,272.4107,2.3243,0.8564
1690A,1.0,116.1278,24.3289,4.0,0.0603,0.0293,132.068,39.566,2.862,62.088,417.4502,96.8748,98297.0321,270.7232,1.7365,3.5414
1691A,1.0,116.0797,24.2719,12.0,0.0617,0.0303,131.947,39.566,2.82,62.049,415.5476,96.859,98321.0797,270.7496,1.7448,3.5849
1692A,1.0,116.1248,24.2654,4.0,0.084,0.0496,132.013,39.53,2.862,62.049,416.9501,96.829,98304.2334,270.6804,1.7583,3.6612
1693A,1.0,115.3653,22.775,116.0,0.0073,0.0023,129.343,39.012,2.239,60.901,388.418,95.8803,98406.1577,269.7924,1.3027,4.5837
1694A,1.0,115.3706,22.7898,109.0,0.0073,0.0023,129.343,39.012,2.239,60.901,388.418,95.8803,98406.1577,269.7924,1.3027,4.5837
1695A,1.0,115.3622,22.7925,110.0,0.0073,0.0023,129.343,39.012,2.239,60.901,388.418,95.8803,98406.1577,269.7924,1.3027,4.5837
1696A,1.0,114.6778,23.7569,31.0,0.0547,0.0236,129.602,40.295,1.646,61.633,386.4148,97.0714,98472.7944,271.5275,1.7805,3.0781
1697A,1.0,114.6944,23.7586,23.0,0.0547,0.0236,129.602,40.295,1.646,61.633,386.4148,97.0714,98472.7944,271.5275,1.7805,3.0781
1698A,1.0,114.6892,23.7233,8.0,0.0428,0.0172,129.545,40.259,1.647,61.595,387.317,97.0512,98467.9916,271.4893,1.807,3.205
1699A,1.0,111.9786,21.8586,69.0,0.0117,0.0058,124.266,41.254,-0.618,60.196,367.0998,97.932,98038.7679,271.6269,1.8133,2.4222
1701A,1.0,111.9494,21.865,67.0,0.011,0.0039,124.211,41.297,-0.66,60.196,368.6374,97.948,98015.8142,271.6651,1.8476,2.3466
1705A,1.0,116.6339,23.6714,80.0,0.0675,0.0328,132.005,38.69,3.285,61.619,414.89,96.0076,98285.9974,269.7243,2.0585,5.4049
1706A,1.0,116.6447,23.6706,73.0,0.0675,0.0328,132.005,38.69,3.285,61.619,414.89,96.0076,98285.9974,269.7243,2.0585,5.4049
1708A,1.0,116.3697,23.5353,80.0,0.0538,0.0325,131.503,38.772,3.075,61.498,399.3243,96.0406,98289.4714,269.608,1.928,5.342
1709A,1.0,116.3242,23.5486,86.0,0.0722,0.0468,131.438,38.809,3.034,61.496,399.6599,96.074,98305.5944,269.6684,1.9119,5.2793
1710A,1.0,116.3594,23.5739,83.0,0.029,0.0105,131.559,38.806,3.074,61.534,402.7978,96.0584,98291.2501,269.6909,1.9821,5.3554
1711A,1.0,116.4094,23.5292,75.0,0.0645,0.0386,131.569,38.732,3.118,61.5,399.9725,96.0258,98283.4301,269.5747,1.9239,5.3526
1712A,1.0,112.0392,22.9169,23.0,0.0098,0.0034,125.513,41.888,-0.579,60.977,375.4896,97.6641,97783.0153,272.1174,2.2204,1.1644
1715A,1.0,102.5778,24.3694,6.0,0.0231,0.0163,117.78,50.974,27.497,62.621,485.91,98.5187,98542.6446,273.7599,3.8294,-1.2996
1718A,1.0,115.42277,35.248889,22.0,0.0861,0.0515,140.734,48.932,2.063,70.419,86.9522,96.7336,97944.5434,261.9747,-0.2211,0.5194
1719A,1.0,115.474722,35.2375,30.0,0.0863,0.0487,140.8,48.903,2.107,70.418,88.8856,96.698,97965.6155,262.0431,-0.2492,0.5739
1721A,1.0,113.3819,40.1097,7.0,0.0738,0.0545,141.313,54.265,0.315,74.217,1517.0347,83.0586,100160.8112,275.2272,-15.7405,-3.7304
1723A,1.0,113.2994,40.0758,13.0,0.085,0.0646,141.164,54.275,0.231,74.176,1512.574,83.4139,100138.5788,275.2356,-15.6568,-3.8159
1724A,1.0,113.3444,40.0917,29.0,0.0855,0.05,141.224,54.25,0.272,74.177,1510.6836,83.46,100137.937,275.2252,-15.6932,-3.7971
1725A,1.0,113.2661,40.1269,41.0,0.081,0.0649,141.193,54.32,0.229,74.216,1520.9112,82.9656,100161.9818,275.247,-15.6689,-3.7659
1726A,1.0,113.2711,40.0844,26.0,0.085,0.0646,141.164,54.275,0.231,74.176,1512.574,83.4139,100138.5788,275.2356,-15.6568,-3.8159
1727A,1.0,113.1097,36.1542,28.0,0.0899,0.056,138.535,51.075,0.135,71.127,450.8544,94.5825,97454.7153,265.2166,-0.624,-3.7376
1728A,1.0,113.0972,36.1939,26.0,0.087,0.0628,138.474,51.105,0.096,71.127,462.1843,94.5518,97457.2826,265.2387,-0.6001,-3.7924
1730A,1.0,113.0886,36.2126,9.0,0.0247,0.0087,138.51,51.145,0.095,71.167,444.3222,94.6577,97324.509,264.9163,-0.6268,-3.7647
1731A,1.0,113.0844444,36.1855,16.0,0.087,0.0628,138.474,51.105,0.096,71.127,462.1843,94.5518,97457.2826,265.2387,-0.6001,-3.7924
1733A,1.0,111.5531,36.0783,5.0,0.0957,0.0532,136.62,51.926,-1.164,71.057,728.0058,91.2772,97937.3642,266.5391,-0.069,-5.3498
1734A,1.0,111.5028,36.0714,4.0,0.0953,0.0464,136.561,51.956,-1.206,71.06,731.4427,91.1139,97948.3651,266.5599,-0.0637,-5.398
1736A,1.0,111.5025,36.0875,3.0,0.0953,0.0464,136.561,51.956,-1.206,71.06,731.4427,91.1139,97948.3651,266.5599,-0.0637,-5.398
1738A,1.0,113.5753,37.8564,3.0,0.0826,0.0571,140.194,52.242,0.509,72.457,912.9487,91.6373,98498.3506,268.7503,-8.4822,-4.1299
1739A,1.0,113.4922,37.8792,5.0,0.0756,0.0476,140.073,52.296,0.423,72.456,905.3873,91.9271,98412.1773,268.093,-8.3462,-4.2681
1740A,1.0,113.5922,37.8561,11.0,0.0826,0.0571,140.194,52.242,0.509,72.457,912.9487,91.6373,98498.3506,268.7503,-8.4822,-4.1299
1742A,1.0,113.5689,37.8694,4.0,0.0826,0.0571,140.194,52.242,0.509,72.457,912.9487,91.6373,98498.3506,268.7503,-8.4822,-4.1299
1743A,1.0,113.5158,37.85,17.0,0.0816,0.0555,140.133,52.27,0.467,72.455,909.168,91.7822,98455.2639,268.4216,-8.4142,-4.199
1744A,1.0,118.9233,42.2814,16.0,0.0618,0.0403,149.332,53.595,4.966,76.056,1359.8506,79.2755,101229.6777,273.8533,-12.447,1.2086
1745A,1.0,118.9572,42.2725,13.0,0.0619,0.0407,149.394,53.575,5.008,76.059,1355.1257,79.4639,101232.1621,273.8519,-12.4442,1.2329
1746A,1.0,118.8789,42.2556,12.0,0.0702,0.0555,149.267,53.617,4.925,76.053,1364.5756,79.0872,101227.1933,273.8548,-12.4498,1.1844
1748A,1.0,123.044,41.1196,47.0,0.0139,0.0069,154.187,50.883,-27.584,75.448,735.9565,99.9839,101047.6947,273.0636,-15.871,-0.5674
1749A,1.0,123.011,41.0931,43.0,0.0314,0.0142,154.163,50.833,-27.586,75.409,742.5037,99.9822,101023.7209,273.1072,-16.096,-0.5468
1750A,1.0,123.0485,41.1442,41.0,0.0139,0.0069,154.187,50.883,-27.584,75.448,735.9565,99.9839,101047.6947,273.0636,-15.871,-0.5674
1751A,1.0,122.9642,41.0971,7.0,0.0436,0.0205,154.096,50.851,-27.629,75.406,749.557,99.9795,101020.5139,273.1417,-16.1246,-0.4992
1752A,1.0,122.9481,41.0833,21.0,0.0239,0.0131,154.029,50.869,-27.669,75.401,756.6103,99.9769,101017.307,273.1762,-16.1532,-0.4516
1753A,1.0,123.0156,41.0831,51.0,0.0314,0.0142,154.163,50.833,-27.586,75.409,742.5037,99.9822,101023.7209,273.1072,-16.096,-0.5468
1754A,1.0,123.1289,41.0228,37.0,0.0332,0.0134,154.277,50.745,-27.503,75.38,735.1326,99.9863,101006.2215,273.0837,-16.2727,-0.6141
1755A,1.0,123.81,41.8469,12.0,0.0109,0.0045,155.576,51.302,-26.914,76.067,623.1759,98.6609,101365.2643,267.4491,-10.8205,-0.529
1756A,1.0,123.9169,41.8828,21.0,0.0243,0.0119,155.732,51.319,-26.831,76.115,620.2336,98.5965,101380.2846,266.484,-10.2959,-0.3369
1758A,1.0,123.9,41.8594,14.0,0.0243,0.0119,155.732,51.319,-26.831,76.115,620.2336,98.5965,101380.2846,266.484,-10.2959,-0.3369
1760A,1.0,123.7117,41.8417,11.0,0.025,0.0132,155.441,51.335,-26.998,76.056,626.882,98.4889,101360.3197,268.5449,-11.1639,-0.4823
1761A,1.0,123.8436,41.3283,6.0,0.0103,0.0047,155.363,50.799,-26.915,75.678,639.9688,99.9327,101192.3648,268.6432,-13.4755,-1.3961
1762A,1.0,123.7528,41.3369,7.0,0.0103,0.0051,155.294,50.815,-26.957,75.674,642.0567,99.9399,101189.3217,269.0711,-13.5994,-1.3633
1763A,1.0,123.7308,41.3047,5.0,0.0251,0.0147,155.227,50.834,-26.999,75.668,644.1445,99.9472,101186.2785,269.499,-13.7233,-1.3304
1764A,1.0,123.7669,41.2864,10.0,0.0107,0.0044,155.273,50.765,-26.956,75.634,646.5753,99.9441,101166.2036,269.3517,-13.9247,-1.3277
1765A,1.0,123.7989,41.2692,6.0,0.0107,0.0044,155.273,50.765,-26.956,75.634,646.5753,99.9441,101166.2036,269.3517,-13.9247,-1.3277
1766A,1.0,123.8142,41.3472,11.0,0.0103,0.0047,155.363,50.799,-26.915,75.678,639.9688,99.9327,101192.3648,268.6432,-13.4755,-1.3961
1767A,1.0,121.0986,41.0781,14.0,0.0235,0.011,151.547,51.574,-29.221,75.252,1002.4148,96.2345,100895.1971,274.0523,-16.2909,0.2498
1769A,1.0,121.2008,41.1219,10.0,0.012,0.0061,151.771,51.563,-29.097,75.302,981.5367,97.188,100929.385,273.9839,-16.1615,0.3407
1772A,1.0,126.555,43.8875,17.0,0.0153,0.0064,160.08,52.557,-24.602,77.945,523.3149,87.7796,101682.09,267.0243,-5.3873,2.5438
1775A,1.0,126.5786,43.8947,46.0,0.0153,0.0064,160.08,52.557,-24.602,77.945,523.3149,87.7796,101682.09,267.0243,-5.3873,2.5438
1778A,1.0,126.6772,43.7256,53.0,0.0148,0.006,160.166,52.374,-24.52,77.843,424.219,91.1426,101671.6384,266.1248,-5.4822,2.6325
1780A,1.0,123.9305,47.3386,33.0,0.0118,0.0041,157.738,56.817,-26.852,80.351,599.6914,85.3556,101877.3914,262.7875,-5.2357,-0.2683
1781A,1.0,123.9483,47.3227,40.0,0.0118,0.0041,157.738,56.817,-26.852,80.351,599.6914,85.3556,101877.3914,262.7875,-5.2357,-0.2683
1785A,1.0,129.6115,44.5782,55.0,0.0633,0.0272,164.452,52.559,-22.041,78.872,79.8564,90.7281,99981.5165,246.8439,-3.4012,1.8603
1788A,1.0,129.6386,44.5462,48.0,0.0395,0.0137,164.439,52.504,-22.041,78.834,76.7036,91.1042,99843.1995,246.4901,-3.3895,1.7807
1792A,1.0,125.1386,46.5776,12.0,0.0191,0.0066,159.038,55.725,-25.834,79.88,1533.8732,86.5976,101790.0585,267.1004,-3.0231,1.7032
1793A,1.0,124.8648,46.6219,7.0,0.0175,0.0057,158.73,55.844,-26.048,79.893,1435.25,86.3389,101794.8187,266.3783,-3.1948,1.7202
1803A,1.0,115.9872,29.6816,24.0,0.0515,0.0156,137.121,43.914,2.648,66.148,219.4113,96.3497,97575.1007,264.5682,1.7014,1.5705
1804A,1.0,115.9581,29.7048,30.0,0.0761,0.0356,137.164,43.956,2.648,66.187,224.8698,96.2116,97595.0136,264.5512,1.7292,1.5708
1805A,1.0,115.988,29.7292,27.0,0.0761,0.0356,137.164,43.956,2.648,66.187,224.8698,96.2116,97595.0136,264.5512,1.7292,1.5708
1806A,1.0,116.0174,29.6535,37.0,0.0769,0.034,137.188,43.882,2.69,66.151,216.0594,96.3727,97606.4363,264.5284,1.6666,1.6155
1808A,1.0,115.9114,29.6039,20.0,0.0761,0.0222,137.011,43.906,2.609,66.109,221.2654,96.3489,97545.3988,264.645,1.7249,1.5229
1809A,1.0,116.0726,29.7534,26.0,0.0763,0.033,137.341,43.932,2.733,66.227,224.1,96.1331,97672.9188,264.467,1.6874,1.6569
1810A,1.0,115.9936,29.5867,104.0,0.0416,0.0126,137.033,43.832,2.651,66.072,217.3298,96.3718,97578.9373,264.6489,1.6823,1.5628
1812A,1.0,112.3939,34.6511,6.0,0.0974,0.0597,136.584,50.306,-0.493,69.961,876.1313,87.5539,98873.3607,272.0587,3.7174,-5.6887
1815A,1.0,112.4831,34.6869,9.0,0.1001,0.0555,136.704,50.244,-0.408,69.96,845.4542,88.127,98868.3443,271.6205,3.5369,-5.3017
1816A,1.0,112.3844,34.6231,6.0,0.0934,0.0581,136.549,50.266,-0.492,69.922,869.3379,87.4548,98841.8657,272.0251,3.8276,-5.6392
1817A,1.0,112.4275,34.6258,6.0,0.0983,0.05,136.609,50.235,-0.45,69.923,855.421,87.6865,98840.1566,271.8616,3.7641,-5.4643
1818A,1.0,114.483,36.061,15.0,0.0935,0.0584,140.124,50.205,1.269,71.06,164.5881,95.5632,98062.4372,263.0069,-1.6658,-1.0275
1819A,1.0,114.32,36.086,2.0,0.0925,0.0477,139.938,50.292,1.143,71.059,160.6327,95.4766,97991.5505,263.051,-1.5831,-1.225
1820A,1.0,114.358,36.087,3.0,0.0937,0.0507,140.0,50.262,1.185,71.06,146.8814,95.5275,98006.7381,262.9077,-1.6289,-1.1026
1824A,1.0,114.3389,34.7781,29.0,0.0986,0.0578,139.034,49.195,1.141,70.046,135.4091,96.5749,97617.008,262.9313,0.3815,0.2657
1826A,1.0,114.2886,34.7967,30.0,0.0969,0.0593,138.974,49.225,1.101,70.048,157.1382,96.4528,97681.0336,263.1361,0.4241,0.1635
1828A,1.0,113.227,35.213,2.0,0.0954,0.0641,138.002,50.232,0.22,70.388,598.0288,93.3836,98856.3204,268.1361,0.4943,-3.1651
1829A,1.0,113.2464,35.1764,3.0,0.093,0.0599,137.965,50.19,0.221,70.351,597.9552,93.3723,98853.1206,268.0752,0.6104,-3.0675
1830A,1.0,113.1992,35.259,42.0,0.0834,0.0628,137.974,50.302,0.18,70.427,616.044,93.2525,98862.3055,268.3181,0.4529,-3.3691
1832A,1.0,113.322,33.721,12.0,0.0823,0.0446,137.035,48.942,0.304,69.223,489.1961,93.2225,98003.6324,264.6218,2.7975,-0.2509
1833A,1.0,113.292,33.739,25.0,0.0941,0.0555,136.974,48.973,0.263,69.225,492.9691,93.2015,97957.2994,264.5959,2.8241,-0.2805
1834A,1.0,113.182,33.737,31.0,0.0796,0.0142,136.854,49.036,0.178,69.221,500.515,93.1595,97864.6333,264.5441,2.8773,-0.3398
1835A,1.0,111.1928,34.7772,5.0,0.0806,0.0248,135.239,51.145,-1.498,70.054,1011.1561,88.7594,98754.0984,269.3519,2.0983,-6.91
1836A,1.0,111.158,34.794,6.0,0.0806,0.0248,135.239,51.145,-1.498,70.054,1011.1561,88.7594,98754.0984,269.3519,2.0983,-6.91
1838A,1.0,111.1489,34.7997,7.0,0.0957,0.0621,135.181,51.176,-1.539,70.054,1006.2903,88.949,98729.0946,269.2137,2.0518,-6.8609
1840A,1.0,111.2992,30.698,13.0,0.1005,0.0497,132.171,47.934,-1.303,66.878,540.1272,92.503,97245.8409,263.4573,4.0509,-0.5928
1841A,1.0,111.3549,30.6463,6.0,0.104,0.0406,132.244,47.826,-1.218,66.838,542.4221,92.2492,97228.0949,263.5653,4.0474,-0.5425
1842A,1.0,111.268,30.696,10.0,0.1005,0.0497,132.171,47.934,-1.303,66.878,540.1272,92.503,97245.8409,263.4573,4.0509,-0.5928
1843A,1.0,111.3296,30.7819,6.0,0.0685,0.0314,132.313,47.972,-1.262,66.956,549.9715,92.347,97254.9747,263.548,4.107,-0.5302
1844A,1.0,112.2551,30.3175,30.0,0.1068,0.0518,133.053,46.962,-0.459,66.598,321.5567,94.3034,97825.3196,263.4498,2.981,0.4198
1845A,1.0,112.2068,30.3515,43.0,0.1053,0.0547,133.034,47.036,-0.501,66.637,335.3745,94.1391,97791.3843,263.4177,3.0506,0.3763
1847A,1.0,113.1094,29.3578,6.0,0.1088,0.0381,133.253,45.636,0.27,65.867,289.1971,93.9891,97658.76,265.0555,2.7088,0.1117
1848A,1.0,113.1493,29.4251,7.0,0.1077,0.0624,133.295,45.674,0.271,65.905,284.4612,94.0555,97659.7166,264.949,2.6942,0.1423
1849A,1.0,113.1772,29.3678,7.0,0.0966,0.0493,133.313,45.602,0.312,65.868,288.7533,93.9501,97644.6554,265.0614,2.7114,0.1151
1850A,1.0,113.2621,29.4758,11.0,0.108,0.0577,133.523,45.606,0.394,65.945,279.0278,93.9808,97610.5547,264.867,2.6816,0.1714
1851A,1.0,112.9943,29.4402,35.0,0.1091,0.0499,133.113,45.782,0.144,65.906,285.4757,94.1846,97705.9329,264.928,2.6892,0.138
1852A,1.0,113.2117,29.355,34.0,0.1043,0.0525,133.373,45.566,0.354,65.867,288.3094,93.9111,97630.5507,265.0673,2.7141,0.1184
1854A,1.0,111.6975,28.9703,11.0,0.1119,0.0524,131.166,46.384,-0.936,65.565,281.1409,92.9054,98131.3481,266.226,3.079,-0.4988
1857A,1.0,111.7158,29.1456,68.0,0.0873,0.031,131.36,46.458,-0.897,65.682,300.4638,93.0261,98086.0387,265.9633,3.127,-0.3962
1858A,1.0,110.48,29.1389,26.0,0.0915,0.0499,129.92,47.382,-1.944,65.703,452.8196,92.0573,98210.4329,266.836,3.206,-0.657
1859A,1.0,110.4697,29.1242,31.0,0.0915,0.0499,129.92,47.382,-1.944,65.703,452.8196,92.0573,98210.4329,266.836,3.206,-0.657
1860A,1.0,110.5594,29.3547,15.0,0.0785,0.0432,130.253,47.486,-1.863,65.892,438.364,92.2559,98078.0556,266.0474,3.3257,-0.5877
1861A,1.0,110.4417,29.315,88.0,0.077,0.0293,130.039,47.562,-1.987,65.856,457.522,92.1824,98092.5644,266.2415,3.2677,-0.6332
1865A,1.0,110.2869,25.2178,61.0,0.0129,0.005,126.014,44.856,-2.053,62.737,338.1443,93.8127,97777.863,271.8431,1.8283,-1.1483
1867A,1.0,109.1436,21.4086,40.0,0.0126,0.0055,120.777,43.497,-3.017,59.928,389.1639,99.1254,97739.4522,273.1546,2.2742,0.1609
1868A,1.0,109.0981,21.4661,43.0,0.0127,0.0016,120.783,43.573,-3.058,59.967,383.7658,99.1531,97745.1261,273.1518,2.2692,0.1066
1877A,1.0,109.4964,18.2681,74.0,0.0158,0.0097,117.409,41.448,-2.59,57.557,336.8763,99.9764,99073.1442,273.1961,3.3733,2.7005
1878A,1.0,104.7778,31.4747,6.0,0.0658,0.0225,125.813,53.282,29.249,67.813,506.8379,89.0962,98910.53,264.4878,3.844,-4.3014
1879A,1.0,104.7536,31.4539,5.0,0.0658,0.0225,125.813,53.282,29.249,67.813,506.8379,89.0962,98910.53,264.4878,3.844,-4.3014
1880A,1.0,104.6717,31.4656,2.0,0.0701,0.0291,125.714,53.356,29.167,67.82,511.7967,89.0215,98962.8057,264.551,3.8415,-4.3316
1881A,1.0,104.7283,31.5072,2.0,0.0554,0.0225,125.803,53.352,29.207,67.856,498.731,89.5361,98854.646,263.8731,3.7088,-4.0111
1882A,1.0,104.5969,28.8194,13.0,0.1046,0.0423,123.485,51.777,29.132,65.797,322.8484,93.7188,99715.8866,265.0476,2.2256,-1.8833
1883A,1.0,104.6225,28.76611,10.0,0.1107,0.0481,123.492,51.706,29.174,65.754,327.8705,93.7059,99694.3044,265.2646,2.213,-1.9048
1884A,1.0,104.6061,28.7867,5.0,0.1107,0.0481,123.492,51.706,29.174,65.754,327.8705,93.7059,99694.3044,265.2646,2.213,-1.9048
1886A,1.0,104.5761,28.71583,20.0,0.1029,0.0438,123.402,51.716,29.134,65.719,331.5065,93.6902,99671.5799,265.3925,2.1576,-1.9626
1888A,1.0,101.68912,26.57098,7.0,0.0829,0.0437,118.933,52.915,26.752,64.375,412.5082,94.276,99362.1908,271.8049,0.3549,-2.6705
1889A,1.0,101.5769,26.5928,16.0,0.0922,0.0497,118.849,53.002,26.666,64.386,405.0619,94.1623,99380.2445,271.7838,0.3177,-2.7099
1891A,1.0,101.7453,26.5017,26.0,0.0801,0.0488,118.935,52.845,26.793,64.331,417.0668,94.5448,99311.666,271.8806,0.4142,-2.6315
1893A,1.0,105.4306,28.9583,6.0,0.062,0.018,124.443,51.189,-6.161,65.841,337.9298,94.0903,99723.7736,265.5219,2.7121,-1.536
1894A,1.0,105.4436,28.9026,4.0,0.0615,0.0197,124.4,51.156,-6.161,65.802,338.1366,94.0053,99715.7529,265.6344,2.6714,-1.555
1895A,1.0,105.4322,28.8558,12.0,0.0632,0.0218,124.359,51.126,-6.159,65.764,338.3433,93.9202,99707.7321,265.7469,2.6306,-1.5739
1896A,1.0,105.4322,28.8833,4.0,0.0632,0.0218,124.359,51.126,-6.159,65.764,338.3433,93.9202,99707.7321,265.7469,2.6306,-1.5739
1901A,1.0,104.4219,31.1208,2.0,0.0816,0.0418,125.194,53.326,28.967,67.571,600.5423,85.5251,99616.2345,269.1641,4.8187,-6.5569
1902A,1.0,104.3883,31.1333,2.0,0.0981,0.0475,125.144,53.365,28.923,67.575,594.2136,85.6615,99626.3807,268.9129,4.7627,-6.4315
1904A,1.0,104.3539,31.1108,2.0,0.0981,0.0475,125.144,53.365,28.923,67.575,594.2136,85.6615,99626.3807,268.9129,4.7627,-6.4315
1905A,1.0,106.056,30.8064,34.0,0.0888,0.0349,126.615,51.87,-5.653,67.213,361.7957,91.3176,99655.433,263.9932,3.5324,-3.8167
1906A,1.0,106.0789,30.8023,20.0,0.0888,0.0349,126.615,51.87,-5.653,67.213,361.7957,91.3176,99655.433,263.9932,3.5324,-3.8167
1907A,1.0,106.1031,30.8217,18.0,0.0878,0.0342,126.668,51.832,-5.61,67.211,343.6322,91.9254,99639.8374,263.3329,3.3916,-3.5001
1908A,1.0,106.1064,30.7856,13.0,0.1094,0.0473,126.628,51.799,-5.611,67.172,337.2526,91.9751,99715.7451,263.4083,3.384,-3.5664
1909A,1.0,106.0642,30.7636,18.0,0.0909,0.0353,126.575,51.836,-5.652,67.177,356.5509,91.3297,99732.9399,264.1101,3.5336,-3.8994
1910A,1.0,106.1087,30.8388,21.0,0.0878,0.0342,126.668,51.832,-5.61,67.211,343.6322,91.9254,99639.8374,263.3329,3.3916,-3.5001
1912A,1.0,106.9242,27.7019,34.0,0.0587,0.045,124.863,49.198,-4.885,64.782,537.4336,94.3373,98065.1178,268.8027,2.4931,-1.9393
1913A,1.0,106.8906,27.6486,28.0,0.0161,0.0082,124.723,49.175,-4.927,64.709,538.306,94.3751,98014.7958,268.9543,2.4499,-1.9709
1915A,1.0,106.9178,27.72,20.0,0.0587,0.045,124.863,49.198,-4.885,64.782,537.4336,94.3373,98065.1178,268.8027,2.4931,-1.9393
1916A,1.0,103.7897,25.5035,30.0,0.0071,0.0032,119.871,50.532,28.503,63.359,252.4692,98.6664,98261.5,272.6619,0.8868,-0.9861
1917A,1.0,103.8,25.5364,39.0,0.0071,0.0032,119.871,50.532,28.503,63.359,252.4692,98.6664,98261.5,272.6619,0.8868,-0.9861
1918A,1.0,108.7197,34.3956,6.0,0.0976,0.0652,132.164,52.452,-3.549,69.815,780.8178,89.7645,98970.5098,267.7885,4.4825,-6.5269
1919A,1.0,108.6761,34.3181,7.0,0.1,0.0616,132.072,52.446,-3.59,69.777,785.313,89.4718,98911.4074,267.6498,4.5892,-6.3541
1920A,1.0,108.7233,34.3617,8.0,0.0976,0.0652,132.164,52.452,-3.549,69.815,780.8178,89.7645,98970.5098,267.7885,4.4825,-6.5269
1922A,1.0,109.0656,35.0994,6.0,0.0874,0.0684,133.054,52.74,-3.258,70.344,911.7729,88.399,99204.8222,270.2665,2.7175,-8.9208
1923A,1.0,109.0697,35.0697,8.0,0.0874,0.0684,133.054,52.74,-3.258,70.344,911.7729,88.399,99204.8222,270.2665,2.7175,-8.9208
1924A,1.0,108.9344,34.9058,16.0,0.0894,0.0714,132.782,52.726,-3.382,70.233,849.9413,89.1904,99217.6619,269.5483,3.3663,-8.4409
1926A,1.0,109.4131,36.6275,4.0,0.078,0.0638,134.519,53.693,-2.967,71.538,933.6716,92.1148,97519.7766,266.9256,0.8134,-6.5568
